project_id,date,progress_percent,daily_cost,number_of_workers
5,2022-11-14,27.01,77180,121
5,2022-11-15,27.24,141030,267
5,2022-11-16,27.39,131471,221
5,2022-11-17,27.47,118543,292
5,2022-11-18,27.56,81746,500
5,2022-11-19,27.79,64937,374
5,2022-11-20,27.92,113771,135
5,2022-11-21,28.13,54589,484
5,2022-11-22,28.25,68736,294
5,2022-11-23,28.33,90515,412
5,2022-11-24,28.4,80835,235
5,2022-11-25,28.63,104032,364
5,2022-11-26,28.7,138112,235
5,2022-11-27,28.81,114441,166
5,2022-11-28,28.87,97351,491
5,2022-11-29,29.09,61872,320
5,2022-11-30,29.28,148407,342
5,2022-12-01,29.38,62462,202
5,2022-12-02,29.58,113569,296
5,2022-12-03,29.8,133000,232
5,2022-12-04,29.87,93441,295
5,2022-12-05,30.06,130487,199
5,2022-12-06,30.15,88788,408
5,2022-12-07,30.29,89124,452
5,2022-12-08,30.41,84164,405
5,2022-12-09,30.54,62458,381
5,2022-12-10,30.69,108742,349
5,2022-12-11,30.84,89985,468
5,2022-12-12,31.01,105645,468
5,2022-12-13,31.17,67358,449
5,2022-12-14,31.26,118925,317
5,2022-12-15,31.45,125906,142
5,2022-12-16,31.59,144094,114
5,2022-12-17,31.71,93125,255
5,2022-12-18,31.78,99316,253
5,2022-12-19,31.98,72647,391
5,2022-12-20,32.13,144586,151
5,2022-12-21,32.37,131755,160
5,2022-12-22,32.46,131899,222
5,2022-12-23,32.69,58055,404
5,2022-12-24,32.78,71803,399
5,2022-12-25,32.92,118240,322
5,2022-12-26,33.05,100304,277
5,2022-12-27,33.23,132931,360
5,2022-12-28,33.46,119805,125
5,2022-12-29,33.69,111553,224
5,2022-12-30,33.82,68129,390
5,2022-12-31,33.96,117155,230
5,2023-01-01,34.02,57434,414
5,2023-01-02,34.27,108386,141
5,2023-01-03,34.36,110089,197
5,2023-01-04,34.44,68636,430
5,2023-01-05,34.54,74743,192
5,2023-01-06,34.61,94713,471
5,2023-01-07,34.85,78026,413
5,2023-01-08,35.06,134665,403
5,2023-01-09,35.26,72000,180
5,2023-01-10,35.49,71613,354
5,2023-01-11,35.72,70288,236
5,2023-01-12,35.96,120642,109
5,2023-01-13,36.21,147938,267
5,2023-01-14,36.39,86669,292
5,2023-01-15,36.55,113322,263
5,2023-01-16,36.71,84617,435
5,2023-01-17,36.79,88387,452
5,2023-01-18,36.86,145720,458
5,2023-01-19,37.07,135639,310
5,2023-01-20,37.31,93282,250
5,2023-01-21,37.49,98861,166
5,2023-01-22,37.71,110609,364
5,2023-01-23,37.82,124287,223
5,2023-01-24,37.99,75945,348
5,2023-01-25,38.14,139909,333
5,2023-01-26,38.34,85183,316
5,2023-01-27,38.52,79908,439
5,2023-01-28,38.75,109895,129
5,2023-01-29,38.92,67425,434
5,2023-01-30,38.98,79005,340
5,2023-01-31,39.07,102404,402
5,2023-02-01,39.19,100714,486
5,2023-02-02,39.27,121817,105
5,2023-02-03,39.46,63348,323
5,2023-02-04,39.57,141915,102
5,2023-02-05,39.69,119576,108
5,2023-02-06,39.76,97350,421
5,2023-02-07,39.86,145548,130
5,2023-02-08,40.04,91562,309
5,2023-02-09,40.23,114664,239
5,2023-02-10,40.37,60717,316
5,2023-02-11,40.45,78008,361
5,2023-02-12,40.69,143650,271
5,2023-02-13,40.77,60250,218
5,2023-02-14,40.99,116744,491
5,2023-02-15,41.11,100868,172
5,2023-02-16,41.28,93376,318
5,2023-02-17,41.52,135793,449
5,2023-02-18,41.62,69717,308
5,2023-02-19,41.83,55575,465
5,2023-02-20,41.99,116020,257
5,2023-02-21,42.2,84684,304
5,2023-02-22,42.29,140215,273
5,2023-02-23,42.47,110821,151
5,2023-02-24,42.53,131720,487
5,2023-02-25,42.67,74649,265
5,2023-02-26,42.86,51637,144
5,2023-02-27,43.02,78217,154
5,2023-02-28,43.16,114181,479
5,2023-03-01,43.4,56555,214
5,2023-03-02,43.57,134644,336
5,2023-03-03,43.67,52747,406
5,2023-03-04,43.88,60052,434
5,2023-03-05,43.97,93098,114
5,2023-03-06,44.13,118387,185
5,2023-03-07,44.24,102666,118
5,2023-03-08,44.49,133368,265
5,2023-03-09,44.74,66010,397
5,2023-03-10,44.85,103682,188
5,2023-03-11,45.1,117760,416
5,2023-03-12,45.24,88833,161
5,2023-03-13,45.34,106887,172
5,2023-03-14,45.5,100510,137
5,2023-03-15,45.64,114836,379
5,2023-03-16,45.82,50877,212
5,2023-03-17,45.99,115653,315
5,2023-03-18,46.16,77006,295
5,2023-03-19,46.22,75058,449
5,2023-03-20,46.41,145403,209
5,2023-03-21,46.6,96057,397
5,2023-03-22,46.72,62113,371
5,2023-03-23,46.96,105877,315
5,2023-03-24,47.02,139520,122
5,2023-03-25,47.13,68451,488
5,2023-03-26,47.25,100117,245
5,2023-03-27,47.46,97278,147
5,2023-03-28,47.68,87507,398
5,2023-03-29,47.87,85923,341
5,2023-03-30,47.96,113844,247
5,2023-03-31,48.19,58099,114
5,2023-04-01,48.3,104685,425
5,2023-04-02,48.37,124140,186
5,2023-04-03,48.43,87364,277
5,2023-04-04,48.53,86531,259
5,2023-04-05,48.77,103739,140
5,2023-04-06,48.91,140878,345
5,2023-04-07,49.06,89898,495
5,2023-04-08,49.26,63892,397
5,2023-04-09,49.32,109362,465
5,2023-04-10,49.5,91617,479
5,2023-04-11,49.72,83266,374
5,2023-04-12,49.86,91900,309
5,2023-04-13,50.09,98467,394
5,2023-04-14,50.33,96580,397
5,2023-04-15,50.42,59266,398
5,2023-04-16,50.66,126661,472
5,2023-04-17,50.83,125181,284
5,2023-04-18,50.97,148993,397
5,2023-04-19,51.05,67472,328
5,2023-04-20,51.1,131348,222
5,2023-04-21,51.33,92263,270
5,2023-04-22,51.53,96952,323
5,2023-04-23,51.67,88122,190
5,2023-04-24,51.89,113890,240
5,2023-04-25,51.97,137830,385
5,2023-04-26,52.19,94786,410
5,2023-04-27,52.39,115103,144
5,2023-04-28,52.44,78391,385
5,2023-04-29,52.62,127486,500
5,2023-04-30,52.77,82908,121
5,2023-05-01,52.82,141125,254
5,2023-05-02,53.02,108722,178
5,2023-05-03,53.22,140060,291
5,2023-05-04,53.41,126242,452
5,2023-05-05,53.54,95615,288
5,2023-05-06,53.72,73063,422
5,2023-05-07,53.86,98711,475
5,2023-05-08,54.09,126230,123
5,2023-05-09,54.2,71169,303
5,2023-05-10,54.39,98630,268
5,2023-05-11,54.51,93981,221
5,2023-05-12,54.73,106524,300
5,2023-05-13,54.96,92125,440
5,2023-05-14,55.04,78315,461
6,2022-06-15,0.17,103103,213
6,2022-06-16,0.4,56668,226
6,2022-06-17,0.53,85191,105
6,2022-06-18,0.71,57973,384
6,2022-06-19,0.77,104765,461
6,2022-06-20,0.95,102528,218
6,2022-06-21,1.01,122827,323
6,2022-06-22,1.26,141713,161
6,2022-06-23,1.48,112502,472
6,2022-06-24,1.69,73758,286
6,2022-06-25,1.86,119582,183
6,2022-06-26,2.08,104277,467
6,2022-06-27,2.13,104699,442
6,2022-06-28,2.37,78083,110
6,2022-06-29,2.46,99200,326
6,2022-06-30,2.7,84486,124
6,2022-07-01,2.8,137881,445
6,2022-07-02,2.96,81507,245
6,2022-07-03,3.03,119628,445
6,2022-07-04,3.14,58786,459
6,2022-07-05,3.2,74825,372
6,2022-07-06,3.32,64093,290
6,2022-07-07,3.54,106698,101
6,2022-07-08,3.77,106579,285
6,2022-07-09,3.97,101447,135
6,2022-07-10,4.18,90511,124
6,2022-07-11,4.28,141219,166
6,2022-07-12,4.37,63648,257
6,2022-07-13,4.58,121736,441
6,2022-07-14,4.81,132962,405
6,2022-07-15,5.0,109038,481
6,2022-07-16,5.15,131737,279
6,2022-07-17,5.3,113994,151
6,2022-07-18,5.51,64887,245
6,2022-07-19,5.72,133766,167
6,2022-07-20,5.91,52701,192
6,2022-07-21,5.98,76013,484
6,2022-07-22,6.08,63138,199
6,2022-07-23,6.32,125773,447
6,2022-07-24,6.41,58815,425
6,2022-07-25,6.66,135905,472
6,2022-07-26,6.82,69797,261
6,2022-07-27,6.88,96738,207
6,2022-07-28,7.07,82894,249
6,2022-07-29,7.22,106406,290
6,2022-07-30,7.41,100607,325
6,2022-07-31,7.6,99322,387
6,2022-08-01,7.66,139139,278
6,2022-08-02,7.74,138711,200
6,2022-08-03,7.82,125499,485
6,2022-08-04,7.91,59417,364
6,2022-08-05,8.05,145781,282
6,2022-08-06,8.11,78060,387
6,2022-08-07,8.25,91503,131
6,2022-08-08,8.43,119245,435
6,2022-08-09,8.49,59116,201
6,2022-08-10,8.68,136962,150
6,2022-08-11,8.84,130064,399
6,2022-08-12,8.9,141164,362
6,2022-08-13,9.14,110073,440
6,2022-08-14,9.32,125351,310
6,2022-08-15,9.48,126514,250
6,2022-08-16,9.67,92076,140
6,2022-08-17,9.82,126512,134
6,2022-08-18,9.92,124009,290
6,2022-08-19,10.04,88514,139
6,2022-08-20,10.25,73159,432
6,2022-08-21,10.37,104059,223
6,2022-08-22,10.54,149226,130
6,2022-08-23,10.63,51577,232
6,2022-08-24,10.69,56104,279
6,2022-08-25,10.85,77596,388
6,2022-08-26,10.95,117053,260
6,2022-08-27,11.11,129356,403
6,2022-08-28,11.26,90865,402
6,2022-08-29,11.37,99573,121
6,2022-08-30,11.54,92877,392
6,2022-08-31,11.75,144226,149
6,2022-09-01,11.92,138748,471
6,2022-09-02,12.05,56672,294
6,2022-09-03,12.28,87214,349
6,2022-09-04,12.44,83794,240
6,2022-09-05,12.57,109237,233
6,2022-09-06,12.67,96374,162
6,2022-09-07,12.85,57735,126
6,2022-09-08,12.96,59625,244
6,2022-09-09,13.16,147869,318
6,2022-09-10,13.32,71542,232
6,2022-09-11,13.52,116203,421
6,2022-09-12,13.61,98198,313
6,2022-09-13,13.77,90815,397
6,2022-09-14,14.0,99014,498
6,2022-09-15,14.18,62853,403
6,2022-09-16,14.32,113650,247
6,2022-09-17,14.53,58387,325
6,2022-09-18,14.75,70890,270
6,2022-09-19,14.87,108058,226
6,2022-09-20,15.1,84426,315
6,2022-09-21,15.32,76061,395
6,2022-09-22,15.46,95942,370
6,2022-09-23,15.54,83071,322
6,2022-09-24,15.74,50948,254
6,2022-09-25,15.94,119245,139
6,2022-09-26,16.11,71014,336
6,2022-09-27,16.33,61404,330
6,2022-09-28,16.54,58771,493
6,2022-09-29,16.61,66967,414
6,2022-09-30,16.85,108685,422
6,2022-10-01,16.96,129650,159
6,2022-10-02,17.16,52651,325
6,2022-10-03,17.38,76768,406
6,2022-10-04,17.49,74964,342
6,2022-10-05,17.62,70816,249
6,2022-10-06,17.73,133611,458
6,2022-10-07,17.84,98915,348
6,2022-10-08,18.06,130986,347
6,2022-10-09,18.25,117026,225
6,2022-10-10,18.38,68559,330
6,2022-10-11,18.53,73713,112
6,2022-10-12,18.69,113550,330
6,2022-10-13,18.86,98081,296
6,2022-10-14,19.04,107670,196
6,2022-10-15,19.24,122838,283
6,2022-10-16,19.38,86178,374
6,2022-10-17,19.46,82113,102
6,2022-10-18,19.54,89691,313
6,2022-10-19,19.67,142463,222
6,2022-10-20,19.74,118702,492
6,2022-10-21,19.91,80358,201
6,2022-10-22,20.1,94684,412
6,2022-10-23,20.3,104051,363
6,2022-10-24,20.47,70467,270
6,2022-10-25,20.62,66571,296
6,2022-10-26,20.73,107962,236
6,2022-10-27,20.83,122371,184
6,2022-10-28,21.01,66748,154
6,2022-10-29,21.2,50058,104
6,2022-10-30,21.31,59845,456
6,2022-10-31,21.55,127501,267
6,2022-11-01,21.64,149743,301
6,2022-11-02,21.72,97135,265
6,2022-11-03,21.85,78706,129
6,2022-11-04,21.91,142313,191
6,2022-11-05,22.14,114650,418
6,2022-11-06,22.24,58200,111
6,2022-11-07,22.43,118450,406
6,2022-11-08,22.67,95676,456
6,2022-11-09,22.72,79183,485
6,2022-11-10,22.87,134336,426
6,2022-11-11,22.98,142662,448
6,2022-11-12,23.13,59351,114
6,2022-11-13,23.19,93753,459
6,2022-11-14,23.3,55931,354
6,2022-11-15,23.54,94181,443
6,2022-11-16,23.76,70939,405
6,2022-11-17,23.82,95507,302
6,2022-11-18,23.91,132673,195
6,2022-11-19,24.01,57446,227
6,2022-11-20,24.2,70684,101
6,2022-11-21,24.44,115397,476
6,2022-11-22,24.68,127398,456
6,2022-11-23,24.8,84597,403
6,2022-11-24,24.99,126312,474
6,2022-11-25,25.09,65686,217
6,2022-11-26,25.28,93600,415
6,2022-11-27,25.42,66638,448
6,2022-11-28,25.62,104073,338
6,2022-11-29,25.7,133908,357
6,2022-11-30,25.91,70870,435
6,2022-12-01,26.08,89950,328
6,2022-12-02,26.29,146668,375
6,2022-12-03,26.5,83036,290
6,2022-12-04,26.61,113746,442
6,2022-12-05,26.76,111984,173
6,2022-12-06,26.93,50375,242
6,2022-12-07,27.02,77897,417
6,2022-12-08,27.07,56487,128
6,2022-12-09,27.16,74332,479
6,2022-12-10,27.4,58345,484
6,2022-12-11,27.5,74281,162
6,2022-12-12,27.62,97258,495
6,2022-12-13,27.67,103712,253
6,2022-12-14,27.87,76601,252
6,2022-12-15,27.92,97727,194
6,2022-12-16,28.11,53709,148
6,2022-12-17,28.3,71986,267
6,2022-12-18,28.51,95999,482
6,2022-12-19,28.59,91922,133
6,2022-12-20,28.73,142983,169
6,2022-12-21,28.8,104545,193
6,2022-12-22,28.89,86942,475
6,2022-12-23,28.97,64154,434
6,2022-12-24,29.04,95232,328
6,2022-12-25,29.22,81643,234
6,2022-12-26,29.37,90901,101
6,2022-12-27,29.56,142867,488
6,2022-12-28,29.63,76240,317
6,2022-12-29,29.74,123373,187
6,2022-12-30,29.83,80600,430
6,2022-12-31,29.94,102780,229
6,2023-01-01,30.12,132730,275
6,2023-01-02,30.27,133198,443
6,2023-01-03,30.4,140678,253
6,2023-01-04,30.53,146642,225
6,2023-01-05,30.68,61133,286
6,2023-01-06,30.85,84785,129
6,2023-01-07,30.97,87257,247
6,2023-01-08,31.1,110892,344
6,2023-01-09,31.2,70720,191
6,2023-01-10,31.34,128025,162
6,2023-01-11,31.41,70415,191
6,2023-01-12,31.56,96478,359
6,2023-01-13,31.76,120708,339
6,2023-01-14,31.88,141499,372
6,2023-01-15,31.96,135087,491
6,2023-01-16,32.08,61292,160
6,2023-01-17,32.24,77342,462
6,2023-01-18,32.37,119773,130
6,2023-01-19,32.55,124033,254
6,2023-01-20,32.67,72241,429
6,2023-01-21,32.84,91825,251
6,2023-01-22,32.96,112364,472
6,2023-01-23,33.18,123174,135
6,2023-01-24,33.3,92403,341
6,2023-01-25,33.48,146586,213
6,2023-01-26,33.69,139221,205
6,2023-01-27,33.93,60044,307
6,2023-01-28,34.01,93109,370
6,2023-01-29,34.2,121556,181
6,2023-01-30,34.31,111812,337
6,2023-01-31,34.56,105914,465
6,2023-02-01,34.62,134694,299
6,2023-02-02,34.76,114497,407
6,2023-02-03,34.95,62700,121
6,2023-02-04,35.03,57593,478
6,2023-02-05,35.21,68918,102
6,2023-02-06,35.34,64512,212
6,2023-02-07,35.42,118541,149
6,2023-02-08,35.53,56417,240
6,2023-02-09,35.64,110912,159
6,2023-02-10,35.82,120670,435
6,2023-02-11,36.07,56912,421
6,2023-02-12,36.12,124151,432
6,2023-02-13,36.34,81295,393
6,2023-02-14,36.48,76385,135
6,2023-02-15,36.56,59283,475
6,2023-02-16,36.75,96406,349
6,2023-02-17,36.9,130486,441
6,2023-02-18,37.1,69242,357
6,2023-02-19,37.2,112012,346
6,2023-02-20,37.37,78275,457
6,2023-02-21,37.5,63371,204
6,2023-02-22,37.71,87526,390
6,2023-02-23,37.82,83847,109
6,2023-02-24,38.03,122901,255
6,2023-02-25,38.19,79897,258
6,2023-02-26,38.36,114620,483
6,2023-02-27,38.57,59460,429
6,2023-02-28,38.8,99006,188
6,2023-03-01,38.91,117256,101
6,2023-03-02,39.08,130289,210
6,2023-03-03,39.13,94167,202
6,2023-03-04,39.34,123118,235
6,2023-03-05,39.52,140706,212
6,2023-03-06,39.62,147109,285
6,2023-03-07,39.8,71924,277
6,2023-03-08,39.86,96766,360
6,2023-03-09,39.99,135372,174
6,2023-03-10,40.16,108949,172
6,2023-03-11,40.31,73017,341
6,2023-03-12,40.46,73331,484
6,2023-03-13,40.59,96669,215
6,2023-03-14,40.67,73916,404
6,2023-03-15,40.84,129444,294
6,2023-03-16,41.01,147839,142
6,2023-03-17,41.13,62568,351
6,2023-03-18,41.2,105483,352
6,2023-03-19,41.43,109356,214
6,2023-03-20,41.64,143284,170
6,2023-03-21,41.82,96584,362
6,2023-03-22,41.92,64993,180
6,2023-03-23,42.11,108267,186
6,2023-03-24,42.33,58792,239
6,2023-03-25,42.45,94409,192
6,2023-03-26,42.66,100555,107
6,2023-03-27,42.85,84187,413
6,2023-03-28,42.99,60522,463
6,2023-03-29,43.05,66275,451
6,2023-03-30,43.13,136634,153
6,2023-03-31,43.22,96762,212
6,2023-04-01,43.44,73041,384
6,2023-04-02,43.57,65640,407
6,2023-04-03,43.65,96796,452
6,2023-04-04,43.82,129987,410
6,2023-04-05,43.91,136095,461
6,2023-04-06,43.99,89980,190
6,2023-04-07,44.11,116939,186
6,2023-04-08,44.24,59532,235
6,2023-04-09,44.34,121513,453
6,2023-04-10,44.45,114511,228
6,2023-04-11,44.61,70094,425
6,2023-04-12,44.79,113987,337
6,2023-04-13,44.9,138070,279
6,2023-04-14,45.04,52600,128
6,2023-04-15,45.24,103070,407
6,2023-04-16,45.41,138795,134
6,2023-04-17,45.51,132478,395
6,2023-04-18,45.69,69266,281
6,2023-04-19,45.91,147230,226
6,2023-04-20,46.09,133288,245
6,2023-04-21,46.31,139272,465
6,2023-04-22,46.42,143838,341
6,2023-04-23,46.65,120732,353
6,2023-04-24,46.72,113051,408
6,2023-04-25,46.78,54653,120
6,2023-04-26,47.0,101726,471
6,2023-04-27,47.22,124094,395
6,2023-04-28,47.36,103881,370
6,2023-04-29,47.6,59483,383
6,2023-04-30,47.8,116183,334
6,2023-05-01,47.95,54444,355
6,2023-05-02,48.11,128715,222
6,2023-05-03,48.33,141457,405
6,2023-05-04,48.57,50595,171
6,2023-05-05,48.74,139959,329
6,2023-05-06,48.9,59619,393
6,2023-05-07,49.04,146923,333
6,2023-05-08,49.11,75253,288
6,2023-05-09,49.25,72622,382
6,2023-05-10,49.5,130615,281
6,2023-05-11,49.64,130228,204
6,2023-05-12,49.7,62071,360
6,2023-05-13,49.76,130365,210
6,2023-05-14,49.86,103194,385
6,2023-05-15,49.94,138932,205
6,2023-05-16,50.12,144280,411
6,2023-05-17,50.3,141543,428
6,2023-05-18,50.41,110961,114
6,2023-05-19,50.65,129299,119
6,2023-05-20,50.88,66246,350
6,2023-05-21,51.03,110519,270
6,2023-05-22,51.1,83810,227
6,2023-05-23,51.32,124249,281
6,2023-05-24,51.42,58381,339
6,2023-05-25,51.53,140156,141
6,2023-05-26,51.73,131490,443
6,2023-05-27,51.93,97197,243
6,2023-05-28,52.15,69497,382
6,2023-05-29,52.22,140298,305
6,2023-05-30,52.31,132473,165
6,2023-05-31,52.52,103607,418
6,2023-06-01,52.69,92254,180
6,2023-06-02,52.82,51998,234
6,2023-06-03,53.02,142366,322
6,2023-06-04,53.08,115349,492
6,2023-06-05,53.29,108903,233
6,2023-06-06,53.45,84879,260
6,2023-06-07,53.61,74868,462
6,2023-06-08,53.82,112151,477
6,2023-06-09,54.01,64671,353
6,2023-06-10,54.11,145279,422
6,2023-06-11,54.19,59457,156
6,2023-06-12,54.36,119395,279
6,2023-06-13,54.44,97532,416
6,2023-06-14,54.57,97121,308
6,2023-06-15,54.66,110898,466
6,2023-06-16,54.87,135003,216
6,2023-06-17,55.11,54840,434
6,2023-06-18,55.34,144983,256
6,2023-06-19,55.58,128811,195
6,2023-06-20,55.76,61620,212
6,2023-06-21,55.89,63833,276
6,2023-06-22,55.99,77314,320
6,2023-06-23,56.06,127213,362
6,2023-06-24,56.14,107759,427
6,2023-06-25,56.3,114486,463
6,2023-06-26,56.43,140244,290
6,2023-06-27,56.68,93282,248
6,2023-06-28,56.8,98887,161
6,2023-06-29,56.88,99617,342
6,2023-06-30,57.06,99566,210
6,2023-07-01,57.16,96543,184
6,2023-07-02,57.22,115853,317
6,2023-07-03,57.39,147227,165
6,2023-07-04,57.54,57560,190
6,2023-07-05,57.71,52414,187
6,2023-07-06,57.93,133559,140
6,2023-07-07,58.05,136876,354
6,2023-07-08,58.1,63693,150
6,2023-07-09,58.26,117169,429
6,2023-07-10,58.42,57504,108
6,2023-07-11,58.52,149100,406
6,2023-07-12,58.75,111251,431
6,2023-07-13,58.97,121080,264
6,2023-07-14,59.2,53780,219
6,2023-07-15,59.42,129677,181
6,2023-07-16,59.6,65538,151
6,2023-07-17,59.66,129106,450
6,2023-07-18,59.9,78568,283
6,2023-07-19,60.03,67669,286
6,2023-07-20,60.15,149274,250
6,2023-07-21,60.37,96371,462
6,2023-07-22,60.59,124690,332
6,2023-07-23,60.64,114964,135
6,2023-07-24,60.73,110444,353
6,2023-07-25,60.9,102430,362
6,2023-07-26,61.0,136637,121
6,2023-07-27,61.17,132687,238
6,2023-07-28,61.27,51080,373
6,2023-07-29,61.43,63112,340
6,2023-07-30,61.65,91147,202
6,2023-07-31,61.71,110081,462
6,2023-08-01,61.82,110718,497
6,2023-08-02,62.06,92322,451
6,2023-08-03,62.14,120207,338
6,2023-08-04,62.38,78843,482
6,2023-08-05,62.61,107607,447
6,2023-08-06,62.79,87134,405
6,2023-08-07,62.98,145910,430
6,2023-08-08,63.05,104337,256
6,2023-08-09,63.22,113059,487
6,2023-08-10,63.28,130442,370
6,2023-08-11,63.45,81313,336
6,2023-08-12,63.58,121655,495
6,2023-08-13,63.65,108239,306
6,2023-08-14,63.86,83602,248
6,2023-08-15,64.08,114598,270
6,2023-08-16,64.31,121568,308
6,2023-08-17,64.42,97332,390
6,2023-08-18,64.58,75227,337
6,2023-08-19,64.76,111344,461
6,2023-08-20,64.94,71810,313
6,2023-08-21,65.04,115323,193
6,2023-08-22,65.19,61326,105
6,2023-08-23,65.3,88487,328
6,2023-08-24,65.37,115532,114
6,2023-08-25,65.48,54317,244
6,2023-08-26,65.72,90270,187
6,2023-08-27,65.87,109709,244
6,2023-08-28,65.94,133491,373
6,2023-08-29,66.02,83807,397
6,2023-08-30,66.23,113627,308
6,2023-08-31,66.47,70856,363
6,2023-09-01,66.63,86182,121
6,2023-09-02,66.86,103199,140
6,2023-09-03,66.91,145277,234
6,2023-09-04,67.06,51989,276
6,2023-09-05,67.13,100838,394
6,2023-09-06,67.28,59028,305
6,2023-09-07,67.52,88791,317
6,2023-09-08,67.61,135933,156
6,2023-09-09,67.68,92249,357
6,2023-09-10,67.88,129568,159
6,2023-09-11,67.94,110578,273
6,2023-09-12,68.02,58342,486
6,2023-09-13,68.15,61172,243
6,2023-09-14,68.29,138199,296
6,2023-09-15,68.51,65068,346
6,2023-09-16,68.66,84057,368
6,2023-09-17,68.86,148767,351
6,2023-09-18,69.04,58433,248
6,2023-09-19,69.24,109342,282
6,2023-09-20,69.41,128436,258
6,2023-09-21,69.51,66233,418
6,2023-09-22,69.61,101441,104
6,2023-09-23,69.79,146359,290
6,2023-09-24,69.86,91280,199
6,2023-09-25,69.99,128003,231
6,2023-09-26,70.19,119589,191
6,2023-09-27,70.28,75774,307
6,2023-09-28,70.5,73942,377
6,2023-09-29,70.68,110053,186
6,2023-09-30,70.9,132156,317
6,2023-10-01,71.12,50931,376
6,2023-10-02,71.17,107551,325
6,2023-10-03,71.35,97018,197
6,2023-10-04,71.49,105552,183
6,2023-10-05,71.72,85375,142
6,2023-10-06,71.9,146559,335
6,2023-10-07,71.95,74964,109
6,2023-10-08,72.02,100325,287
6,2023-10-09,72.17,73275,150
6,2023-10-10,72.27,66208,383
6,2023-10-11,72.51,106506,212
6,2023-10-12,72.7,103706,484
6,2023-10-13,72.79,120076,231
6,2023-10-14,72.87,58046,308
6,2023-10-15,72.95,66361,381
6,2023-10-16,73.12,94556,327
6,2023-10-17,73.34,149497,231
6,2023-10-18,73.45,90486,493
6,2023-10-19,73.55,102467,461
6,2023-10-20,73.64,53292,299
6,2023-10-21,73.78,125564,118
6,2023-10-22,73.83,146083,288
6,2023-10-23,73.96,100938,182
6,2023-10-24,74.17,55744,251
6,2023-10-25,74.34,60377,130
6,2023-10-26,74.45,112029,100
6,2023-10-27,74.54,64286,318
6,2023-10-28,74.67,97138,135
6,2023-10-29,74.87,50759,110
6,2023-10-30,75.11,108155,164
6,2023-10-31,75.22,141697,186
6,2023-11-01,75.42,66095,279
6,2023-11-02,75.6,59471,262
6,2023-11-03,75.74,91858,188
6,2023-11-04,75.99,112997,427
6,2023-11-05,76.18,55473,129
6,2023-11-06,76.26,66777,269
6,2023-11-07,76.51,139436,274
6,2023-11-08,76.68,92414,199
6,2023-11-09,76.83,95571,450
6,2023-11-10,76.94,96112,412
6,2023-11-11,77.1,52579,490
6,2023-11-12,77.31,68150,357
6,2023-11-13,77.4,135575,319
6,2023-11-14,77.57,85473,460
6,2023-11-15,77.71,104862,416
6,2023-11-16,77.83,112513,421
6,2023-11-17,78.06,104988,310
6,2023-11-18,78.18,84176,342
6,2023-11-19,78.36,50201,260
6,2023-11-20,78.49,67297,390
6,2023-11-21,78.64,118085,132
6,2023-11-22,78.76,142172,334
6,2023-11-23,79.0,119563,211
6,2023-11-24,79.07,119966,441
6,2023-11-25,79.23,72517,454
6,2023-11-26,79.44,108529,240
6,2023-11-27,79.66,133946,103
6,2023-11-28,79.83,83657,166
6,2023-11-29,80.05,84388,444
6,2023-11-30,80.27,125875,372
6,2023-12-01,80.37,142499,151
6,2023-12-02,80.56,147763,448
6,2023-12-03,80.75,66916,345
6,2023-12-04,80.82,96343,347
6,2023-12-05,80.95,148523,481
6,2023-12-06,81.04,128972,270
6,2023-12-07,81.18,125695,321
6,2023-12-08,81.3,65586,276
6,2023-12-09,81.53,112165,122
6,2023-12-10,81.69,65662,489
6,2023-12-11,81.8,99304,476
6,2023-12-12,81.93,91199,340
6,2023-12-13,82.06,75313,174
6,2023-12-14,82.29,64482,175
6,2023-12-15,82.49,115544,309
6,2023-12-16,82.63,125534,240
6,2023-12-17,82.8,148225,469
6,2023-12-18,82.95,142429,391
6,2023-12-19,83.1,149518,458
6,2023-12-20,83.34,82146,488
6,2023-12-21,83.53,122784,117
6,2023-12-22,83.65,99761,100
6,2023-12-23,83.77,112428,335
6,2023-12-24,83.98,115600,293
6,2023-12-25,84.21,100543,269
6,2023-12-26,84.29,134156,327
6,2023-12-27,84.53,52330,427
6,2023-12-28,84.74,85117,194
6,2023-12-29,84.85,149385,348
6,2023-12-30,85.0,91333,350
6,2023-12-31,85.21,95292,383
6,2024-01-01,85.45,95964,150
6,2024-01-02,85.69,87190,352
6,2024-01-03,85.8,56177,319
6,2024-01-04,85.98,124381,486
6,2024-01-05,86.12,127719,241
6,2024-01-06,86.33,73071,179
6,2024-01-07,86.39,62642,278
6,2024-01-08,86.54,144721,353
6,2024-01-09,86.71,53403,494
6,2024-01-10,86.95,122345,130
6,2024-01-11,87.14,103207,229
6,2024-01-12,87.25,145343,187
6,2024-01-13,87.42,52120,233
6,2024-01-14,87.61,120052,309
6,2024-01-15,87.81,126403,317
6,2024-01-16,87.98,96837,165
6,2024-01-17,88.1,92478,452
6,2024-01-18,88.25,141039,498
6,2024-01-19,88.36,75721,366
6,2024-01-20,88.44,77849,199
6,2024-01-21,88.62,64609,354
6,2024-01-22,88.86,143246,296
6,2024-01-23,88.93,95399,488
6,2024-01-24,89.0,127119,232
6,2024-01-25,89.18,53241,187
6,2024-01-26,89.24,90917,207
6,2024-01-27,89.34,99349,234
6,2024-01-28,89.51,94613,442
6,2024-01-29,89.65,57726,195
